,Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
1769,Tripura, 31-05-2019, M,30.94,1442676.0,65.95
1770,Tripura, 30-06-2019, M,26.36,1515751.0,64.87
1771,Tripura, 31-07-2019, M,23.44,1463180.0,60.12
1772,Tripura, 31-08-2019, M,27.86,1344478.0,58.52
1773,Tripura, 30-09-2019, M,31.23,1452452.0,66.2
1774,Tripura, 31-10-2019, M,27.31,1528572.0,65.79
1775,Tripura, 30-11-2019, M,25.8,1512333.0,63.65
1776,Tripura, 31-12-2019, M,28.59,1446305.0,63.14
1777,Tripura, 31-01-2020, M,32.67,1508130.0,69.69
1778,Tripura, 29-02-2020, M,28.4,1584686.0,68.74
1779,Tripura, 31-03-2020, M,29.95,1511217.0,66.89
1780,Tripura, 30-04-2020, M,41.23,971514.0,51.16
1781,Tripura, 31-05-2020, M,21.51,1290986.0,50.81
1782,Tripura, 30-06-2020, M,21.71,1494140.0,58.85
1783,Tripura, 31-07-2020, M,18.24,1348849.0,50.78
1784,Tripura, 31-08-2020, M,27.92,1318621.0,56.21
1785,Tripura, 30-09-2020, M,17.35,1368244.0,50.77
1786,Tripura, 31-10-2020, M,11.57,1576529.0,54.58
1787,Tripura, 30-11-2020, M,13.06,1454568.0,51.13
1788,Tripura, 31-12-2020, M,18.21,1389711.0,51.82
1789,Tripura, 31-01-2021, M,18.15,1395070.0,51.89
1790,Tripura, 28-02-2021, M,11.05,1629794.0,55.69
1791,Tripura, 31-03-2021, M,13.94,1493608.0,52.65
1792,Tripura, 30-04-2021, M,17.28,1436936.0,52.61
1793,Tripura, 31-05-2021, M,19.93,1350783.0,50.99
1794,Tripura, 30-06-2021, M,9.62,1651388.0,55.13
1795,Tripura, 31-07-2021, M,13.34,1577784.0,54.83
1796,Tripura, 31-08-2021, M,15.6,1497924.0,53.35
1797,Tripura, 30-09-2021, M,15.28,1435595.0,50.85
1798,Tripura, 31-10-2021, M,9.95,1682211.0,55.95
1799,Tripura, 30-11-2021, M,13.41,1549956.0,53.52
1800,Tripura, 31-12-2021, M,14.73,1516375.0,53.07
1801,Tripura, 31-01-2022, M,17.14,1405691.0,50.53
1802,Tripura, 28-02-2022, M,9.77,1577800.0,52.0
1803,Tripura, 31-03-2022, M,14.08,1549348.0,53.53
1804,Tripura, 30-04-2022, M,14.6,1529154.0,53.05
1805,Tripura, 31-05-2022, M,17.35,1369861.0,49.02
1806,Tripura, 30-06-2022, M,9.45,1617909.0,52.75
1807,Tripura, 31-07-2022, M,13.01,1559377.0,52.82
1808,Uttar Pradesh, 31-01-2016, M,14.91,55745996.0,44.88
1809,Uttar Pradesh, 29-02-2016, M,15.45,55421160.0,44.8
1810,Uttar Pradesh, 31-03-2016, M,14.39,56956539.0,45.37
1811,Uttar Pradesh, 30-04-2016, M,15.38,56075058.0,45.1
1812,Uttar Pradesh, 31-05-2016, M,16.42,57530487.0,46.74
1813,Uttar Pradesh, 30-06-2016, M,17.98,56695242.0,46.83
1814,Uttar Pradesh, 31-07-2016, M,14.22,56653902.0,44.65
1815,Uttar Pradesh, 31-08-2016, M,17.08,56479195.0,45.94
1816,Uttar Pradesh, 30-09-2016, M,10.13,60547730.0,45.34
1817,Uttar Pradesh, 31-10-2016, M,8.87,58878595.0,43.39
1818,Uttar Pradesh, 30-11-2016, M,6.64,55870756.0,40.1
1819,Uttar Pradesh, 31-12-2016, M,7.59,55423935.0,40.1
1820,Uttar Pradesh, 31-01-2017, M,3.71,57004034.0,39.49
1821,Uttar Pradesh, 28-02-2017, M,3.02,56657637.0,38.89
1822,Uttar Pradesh, 31-03-2017, M,2.43,55173498.0,37.56
1823,Uttar Pradesh, 30-04-2017, M,5.04,55104794.0,38.46
1824,Uttar Pradesh, 31-05-2017, M,2.84,55762962.0,37.96
1825,Uttar Pradesh, 30-06-2017, M,2.74,58190274.0,39.48
1826,Uttar Pradesh, 31-07-2017, M,2.06,56207063.0,37.79
1827,Uttar Pradesh, 31-08-2017, M,6.65,56156277.0,39.52
1828,Uttar Pradesh, 30-09-2017, M,3.66,56279964.0,38.29
1829,Uttar Pradesh, 31-10-2017, M,3.73,57974586.0,39.38
1830,Uttar Pradesh, 30-11-2017, M,2.49,56092981.0,37.54
1831,Uttar Pradesh, 31-12-2017, M,5.4,55321312.0,38.08
1832,Uttar Pradesh, 31-01-2018, M,4.03,56584288.0,38.3
1833,Uttar Pradesh, 28-02-2018, M,3.93,57593239.0,38.87
1834,Uttar Pradesh, 31-03-2018, M,3.14,56809415.0,37.94
1835,Uttar Pradesh, 30-04-2018, M,5.56,56525466.0,38.64
1836,Uttar Pradesh, 31-05-2018, M,5.21,56869822.0,38.64
1837,Uttar Pradesh, 30-06-2018, M,4.04,57795994.0,38.71
1838,Uttar Pradesh, 31-07-2018, M,4.63,56798203.0,38.19
1839,Uttar Pradesh, 31-08-2018, M,8.5,56361205.0,39.41
1840,Uttar Pradesh, 30-09-2018, M,7.88,56621023.0,39.24
1841,Uttar Pradesh, 31-10-2018, M,6.19,56735101.0,38.52
1842,Uttar Pradesh, 30-11-2018, M,6.98,56398508.0,38.54
1843,Uttar Pradesh, 31-12-2018, M,11.03,56170553.0,40.04
1844,Uttar Pradesh, 31-01-2019, M,9.59,56136714.0,39.29
1845,Uttar Pradesh, 28-02-2019, M,9.52,55641146.0,38.83
1846,Uttar Pradesh, 31-03-2019, M,8.87,57027803.0,39.43
1847,Uttar Pradesh, 30-04-2019, M,11.06,57829154.0,40.88
1848,Uttar Pradesh, 31-05-2019, M,11.28,56679062.0,40.07
1849,Uttar Pradesh, 30-06-2019, M,11.25,55900999.0,39.42
1850,Uttar Pradesh, 31-07-2019, M,9.84,56559433.0,39.18
1851,Uttar Pradesh, 31-08-2019, M,12.27,56878991.0,40.4
1852,Uttar Pradesh, 30-09-2019, M,8.11,57838879.0,39.14
1853,Uttar Pradesh, 31-10-2019, M,10.22,56771594.0,39.23
1854,Uttar Pradesh, 30-11-2019, M,8.05,57390420.0,38.64
1855,Uttar Pradesh, 31-12-2019, M,9.39,58497260.0,39.87
1856,Uttar Pradesh, 31-01-2020, M,7.58,59433759.0,39.63
1857,Uttar Pradesh, 29-02-2020, M,8.98,58060531.0,39.23
1858,Uttar Pradesh, 31-03-2020, M,10.11,56976338.0,38.89
1859,Uttar Pradesh, 30-04-2020, M,21.54,50915056.0,39.73
1860,Uttar Pradesh, 31-05-2020, M,20.41,49801902.0,38.22
1861,Uttar Pradesh, 30-06-2020, M,9.47,55380649.0,37.29
1862,Uttar Pradesh, 31-07-2020, M,5.56,56201654.0,36.19
1863,Uttar Pradesh, 31-08-2020, M,5.79,55831744.0,35.96
1864,Uttar Pradesh, 30-09-2020, M,4.18,56106836.0,35.45
1865,Uttar Pradesh, 31-10-2020, M,3.75,56539521.0,35.49
1866,Uttar Pradesh, 30-11-2020, M,5.16,56720101.0,36.05
1867,Uttar Pradesh, 31-12-2020, M,14.95,55796313.0,39.46
1868,Uttar Pradesh, 31-01-2021, M,4.89,55124290.0,34.78
1869,Uttar Pradesh, 28-02-2021, M,4.1,56568780.0,35.33
1870,Uttar Pradesh, 31-03-2021, M,4.14,55834036.0,34.8
1871,Uttar Pradesh, 30-04-2021, M,6.3,56962368.0,36.25
1872,Uttar Pradesh, 31-05-2021, M,6.89,55829255.0,35.67
1873,Uttar Pradesh, 30-06-2021, M,4.32,55933912.0,34.7
1874,Uttar Pradesh, 31-07-2021, M,4.95,55247629.0,34.43
1875,Uttar Pradesh, 31-08-2021, M,6.98,56472386.0,35.88
1876,Uttar Pradesh, 30-09-2021, M,4.98,55224547.0,34.27
1877,Uttar Pradesh, 31-10-2021, M,4.22,55516008.0,34.1
1878,Uttar Pradesh, 30-11-2021, M,4.83,56435220.0,34.81
1879,Uttar Pradesh, 31-12-2021, M,4.86,57314791.0,35.29
1880,Uttar Pradesh, 31-01-2022, M,2.97,55591271.0,33.48
1881,Uttar Pradesh, 28-02-2022, M,2.71,55367064.0,33.19
1882,Uttar Pradesh, 31-03-2022, M,4.36,55481938.0,33.76
1883,Uttar Pradesh, 30-04-2022, M,2.94,56316092.0,33.69
1884,Uttar Pradesh, 31-05-2022, M,3.13,55032093.0,32.91
1885,Uttar Pradesh, 30-06-2022, M,2.75,55312199.0,32.88
1886,Uttar Pradesh, 31-07-2022, M,3.29,55047653.0,32.83
1887,Uttarakhand, 31-01-2016, M,1.31,4445674.0,57.37
1888,Uttarakhand, 29-02-2016, M,4.53,3639695.0,48.45
1889,Uttarakhand, 31-03-2016, M,2.42,2979208.0,38.72
1890,Uttarakhand, 30-04-2016, M,1.26,3983774.0,51.06
1891,Uttarakhand, 31-05-2016, M,1.08,4800244.0,61.28
1892,Uttarakhand, 30-06-2016, M,2.85,3465939.0,44.96
1893,Uttarakhand, 31-07-2016, M,0.7,3195012.0,40.46
1894,Uttarakhand, 31-08-2016, M,0.94,3471708.0,43.98
1895,Uttarakhand, 30-09-2016, M,1.57,3306285.0,42.06
1896,Uttarakhand, 31-10-2016, M,3.97,3211894.0,41.79
1897,Uttarakhand, 30-11-2016, M,0.12,2813932.0,35.13
1898,Uttarakhand, 31-12-2016, M,0.83,3432212.0,43.06
1899,Uttarakhand, 31-01-2017, M,0.55,3721353.0,46.46
1900,Uttarakhand, 28-02-2017, M,3.03,3300878.0,42.18
1901,Uttarakhand, 31-03-2017, M,0.28,3007019.0,37.28
1902,Uttarakhand, 30-04-2017, M,0.25,3203487.0,39.63
1903,Uttarakhand, 31-05-2017, M,0.14,3226954.0,39.79
1904,Uttarakhand, 30-06-2017, M,1.81,3099901.0,38.79
1905,Uttarakhand, 31-07-2017, M,0.28,2939428.0,36.14
1906,Uttarakhand, 31-08-2017, M,0.0,3220367.0,39.39
1907,Uttarakhand, 30-09-2017, M,0.27,3130806.0,38.32
1908,Uttarakhand, 31-10-2017, M,1.48,3010583.0,37.22
1909,Uttarakhand, 30-11-2017, M,3.86,2999276.0,37.92
1910,Uttarakhand, 31-12-2017, M,1.83,2809832.0,34.72
1911,Uttarakhand, 31-01-2018, M,0.87,2784116.0,33.99
1912,Uttarakhand, 28-02-2018, M,1.22,2984513.0,36.5
1913,Uttarakhand, 31-03-2018, M,2.41,3007174.0,37.14
1914,Uttarakhand, 30-04-2018, M,0.92,2775194.0,33.69
1915,Uttarakhand, 31-05-2018, M,1.0,2833419.0,34.35
1916,Uttarakhand, 30-06-2018, M,1.26,2901086.0,35.19
1917,Uttarakhand, 31-07-2018, M,2.33,2947761.0,36.07
1918,Uttarakhand, 31-08-2018, M,0.33,2734560.0,32.71
1919,Uttarakhand, 30-09-2018, M,2.36,2804291.0,34.17
1920,Uttarakhand, 31-10-2018, M,4.37,2852962.0,35.42
1921,Uttarakhand, 30-11-2018, M,4.06,2900676.0,35.82
1922,Uttarakhand, 31-12-2018, M,5.48,2775272.0,34.71
1923,Uttarakhand, 31-01-2019, M,3.53,2879018.0,35.21
1924,Uttarakhand, 28-02-2019, M,5.12,2852743.0,35.4
1925,Uttarakhand, 31-03-2019, M,5.0,2852673.0,35.28
1926,Uttarakhand, 30-04-2019, M,6.36,2732098.0,34.2
1927,Uttarakhand, 31-05-2019, M,3.58,2784842.0,33.78
1928,Uttarakhand, 30-06-2019, M,4.66,2928442.0,35.86
1929,Uttarakhand, 31-07-2019, M,6.1,2860425.0,35.48
1930,Uttarakhand, 31-08-2019, M,6.52,2735347.0,34.01
1931,Uttarakhand, 30-09-2019, M,5.07,2868994.0,35.05
1932,Uttarakhand, 31-10-2019, M,4.8,2952837.0,35.89
1933,Uttarakhand, 30-11-2019, M,5.8,2912016.0,35.7
1934,Uttarakhand, 31-12-2019, M,5.41,2792345.0,34.01
1935,Uttarakhand, 31-01-2020, M,5.49,2711639.0,32.99
1936,Uttarakhand, 29-02-2020, M,4.99,3020931.0,36.48
1937,Uttarakhand, 31-03-2020, M,19.85,2539302.0,36.27
1938,Uttarakhand, 30-04-2020, M,6.48,2720115.0,33.23
1939,Uttarakhand, 31-05-2020, M,8.01,2694072.0,33.38
1940,Uttarakhand, 30-06-2020, M,8.61,2656071.0,33.06
1941,Uttarakhand, 31-07-2020, M,12.38,2938552.0,38.07
1942,Uttarakhand, 31-08-2020, M,14.26,2717528.0,35.9
1943,Uttarakhand, 30-09-2020, M,22.26,2695230.0,39.18
1944,Uttarakhand, 31-10-2020, M,9.23,2739309.0,34.03
1945,Uttarakhand, 30-11-2020, M,1.47,2447664.0,27.95
1946,Uttarakhand, 31-12-2020, M,5.19,2647822.0,31.36
1947,Uttarakhand, 31-01-2021, M,4.45,2531098.0,29.68
1948,Uttarakhand, 28-02-2021, M,4.69,2775542.0,32.56
1949,Uttarakhand, 31-03-2021, M,3.26,2511431.0,28.96
1950,Uttarakhand, 30-04-2021, M,5.96,2852350.0,33.77
1951,Uttarakhand, 31-05-2021, M,5.49,2447140.0,28.76
1952,Uttarakhand, 30-06-2021, M,4.81,2822878.0,32.87
1953,Uttarakhand, 31-07-2021, M,3.17,2531701.0,28.92
1954,Uttarakhand, 31-08-2021, M,6.22,2774922.0,32.65
1955,Uttarakhand, 30-09-2021, M,4.14,2524240.0,29.0
1956,Uttarakhand, 31-10-2021, M,3.34,2872131.0,32.65
1957,Uttarakhand, 30-11-2021, M,3.12,2605053.0,29.48
1958,Uttarakhand, 31-12-2021, M,5.01,2780810.0,32.03
1959,Uttarakhand, 31-01-2022, M,3.47,2600359.0,29.41
1960,Uttarakhand, 28-02-2022, M,4.58,2723982.0,31.1
1961,Uttarakhand, 31-03-2022, M,3.51,2464361.0,27.76
1962,Uttarakhand, 30-04-2022, M,5.33,2755947.0,31.58
1963,Uttarakhand, 31-05-2022, M,2.85,2575497.0,28.69
1964,Uttarakhand, 30-06-2022, M,8.67,2707464.0,32.01
1965,West Bengal, 31-01-2016, M,9.04,31812990.0,47.11
1966,West Bengal, 29-02-2016, M,6.19,30811585.0,44.16
1967,West Bengal, 31-03-2016, M,8.24,31201247.0,45.64
1968,West Bengal, 30-04-2016, M,7.54,31812979.0,46.09
1969,West Bengal, 31-05-2016, M,6.6,32086784.0,45.93
1970,West Bengal, 30-06-2016, M,6.85,30067878.0,43.08
1971,West Bengal, 31-07-2016, M,7.99,31073305.0,44.98
1972,West Bengal, 31-08-2016, M,7.23,32623468.0,46.75
1973,West Bengal, 30-09-2016, M,7.73,33751829.0,48.54
1974,West Bengal, 31-10-2016, M,4.64,31877620.0,44.27
1975,West Bengal, 30-11-2016, M,7.26,31427741.0,44.8
1976,West Bengal, 31-12-2016, M,5.94,32473234.0,45.55
1977,West Bengal, 31-01-2017, M,6.6,32880205.0,46.36
1978,West Bengal, 28-02-2017, M,4.83,32158803.0,44.42
1979,West Bengal, 31-03-2017, M,6.59,31936698.0,44.86
1980,West Bengal, 30-04-2017, M,5.13,33365721.0,46.06
1981,West Bengal, 31-05-2017, M,5.96,33572499.0,46.66
1982,West Bengal, 30-06-2017, M,4.82,33083715.0,45.35
1983,West Bengal, 31-07-2017, M,6.31,32377573.0,45.0
1984,West Bengal, 31-08-2017, M,5.17,33438750.0,45.82
1985,West Bengal, 30-09-2017, M,7.46,32616700.0,45.72
1986,West Bengal, 31-10-2017, M,5.75,33910697.0,46.58
1987,West Bengal, 30-11-2017, M,5.94,33428349.0,45.92
1988,West Bengal, 31-12-2017, M,5.37,34617683.0,47.18
1989,West Bengal, 31-01-2018, M,8.63,32811721.0,46.23
1990,West Bengal, 28-02-2018, M,8.83,34163374.0,48.15
1991,West Bengal, 31-03-2018, M,7.92,33019745.0,45.99
1992,West Bengal, 30-04-2018, M,6.24,33967751.0,46.38
1993,West Bengal, 31-05-2018, M,7.37,33663732.0,46.43
1994,West Bengal, 30-06-2018, M,7.82,34147434.0,47.24
1995,West Bengal, 31-07-2018, M,6.43,34253459.0,46.6
1996,West Bengal, 31-08-2018, M,5.7,34492073.0,46.47
1997,West Bengal, 30-09-2018, M,7.14,33858370.0,46.24
1998,West Bengal, 31-10-2018, M,6.74,34891251.0,47.35
1999,West Bengal, 30-11-2018, M,6.15,34765004.0,46.79
2000,West Bengal, 31-12-2018, M,5.89,35003804.0,46.9
2001,West Bengal, 31-01-2019, M,6.95,34442774.0,46.58
2002,West Bengal, 28-02-2019, M,6.45,35325211.0,47.43
2003,West Bengal, 31-03-2019, M,6.1,35655928.0,47.61
2004,West Bengal, 30-04-2019, M,6.55,35642390.0,47.73
2005,West Bengal, 31-05-2019, M,6.43,34759070.0,46.4
2006,West Bengal, 30-06-2019, M,6.31,36154978.0,48.11
2007,West Bengal, 31-07-2019, M,6.32,35637632.0,47.34
2008,West Bengal, 31-08-2019, M,6.12,36381326.0,48.13
2009,West Bengal, 30-09-2019, M,6.41,35681623.0,47.26
2010,West Bengal, 31-10-2019, M,7.1,34916695.0,46.5
2011,West Bengal, 30-11-2019, M,6.06,36398814.0,47.85
2012,West Bengal, 31-12-2019, M,6.25,36241930.0,47.65
2013,West Bengal, 31-01-2020, M,6.94,35820789.0,47.35
2014,West Bengal, 29-02-2020, M,4.92,36964178.0,47.74
2015,West Bengal, 31-03-2020, M,6.92,35903917.0,47.27
2016,West Bengal, 30-04-2020, M,17.41,26938836.0,39.9
2017,West Bengal, 31-05-2020, M,17.41,28356675.0,41.92
2018,West Bengal, 30-06-2020, M,7.29,30726310.0,40.39
2019,West Bengal, 31-07-2020, M,6.83,35372506.0,46.17
2020,West Bengal, 31-08-2020, M,14.87,33298644.0,47.48
2021,West Bengal, 30-09-2020, M,9.31,35877583.0,47.93
2022,West Bengal, 31-10-2020, M,10.22,33856332.0,45.6
2023,West Bengal, 30-11-2020, M,11.24,33420675.0,45.45
2024,West Bengal, 31-12-2020, M,6.01,35829652.0,45.93
2025,West Bengal, 31-01-2021, M,5.25,36563881.0,46.4
2026,West Bengal, 28-02-2021, M,6.22,37127736.0,47.52
2027,West Bengal, 31-03-2021, M,7.51,35827410.0,46.41
2028,West Bengal, 30-04-2021, M,7.63,34849346.0,45.11
2029,West Bengal, 31-05-2021, M,19.34,28897052.0,42.75
2030,West Bengal, 30-06-2021, M,22.14,30440202.0,46.57
2031,West Bengal, 31-07-2021, M,7.37,35267884.0,45.26
2032,West Bengal, 31-08-2021, M,7.41,35376844.0,45.34
2033,West Bengal, 30-09-2021, M,6.8,36442890.0,46.31
2034,West Bengal, 31-10-2021, M,5.6,36583286.0,45.81
2035,West Bengal, 30-11-2021, M,6.68,35748702.0,45.2
2036,West Bengal, 31-12-2021, M,7.33,35652535.0,45.31
2037,West Bengal, 31-01-2022, M,6.43,36913541.0,46.37
2038,West Bengal, 28-02-2022, M,6.27,36465383.0,45.65
2039,West Bengal, 31-03-2022, M,5.57,35396256.0,43.9
2040,West Bengal, 30-04-2022, M,6.25,35900743.0,44.76
2041,West Bengal, 31-05-2022, M,5.75,37816306.0,46.81
2042,West Bengal, 30-06-2022, M,5.23,36584378.0,44.95
2043,West Bengal, 31-07-2022, M,6.26,35776902.0,44.36
2044,India, 31-01-2016, M,8.72,408609380.0,47.7
2045,India, 29-02-2016, M,8.46,402169984.0,46.72
2046,India, 31-03-2016, M,8.73,397037060.0,46.18
2047,India, 30-04-2016, M,8.9,403488712.0,46.92
2048,India, 31-05-2016, M,9.65,414185605.0,48.47
2049,India, 30-06-2016, M,8.91,401597521.0,46.52
2050,India, 31-07-2016, M,8.51,399367855.0,45.97
2051,India, 31-08-2016, M,9.59,406539793.0,47.26
2052,India, 30-09-2016, M,8.43,418463537.0,47.94
2053,India, 31-10-2016, M,6.71,414260479.0,46.49
2054,India, 30-11-2016, M,6.51,401452641.0,44.87
2055,India, 31-12-2016, M,6.4,406231569.0,45.26
2056,India, 31-01-2017, M,5.93,409089180.0,45.26
2057,India, 28-02-2017, M,5.01,407510573.0,44.57
2058,India, 31-03-2017, M,4.67,405041471.0,44.05
2059,India, 30-04-2017, M,3.87,404907085.0,43.59
2060,India, 31-05-2017, M,4.03,405278054.0,43.61
2061,India, 30-06-2017, M,4.12,408560176.0,43.92
2062,India, 31-07-2017, M,3.37,402701002.0,42.87
2063,India, 31-08-2017, M,4.07,405548445.0,43.4
2064,India, 30-09-2017, M,4.63,405856846.0,43.61
2065,India, 31-10-2017, M,5.0,406599177.0,43.77
2066,India, 30-11-2017, M,4.72,409132411.0,43.83
2067,India, 31-12-2017, M,4.74,408355283.0,43.67
2068,India, 31-01-2018, M,5.01,405838316.0,43.43
2069,India, 28-02-2018, M,5.87,405980615.0,43.77
2070,India, 31-03-2018, M,6.0,402405346.0,43.35
2071,India, 30-04-2018, M,5.57,401930972.0,43.02
2072,India, 31-05-2018, M,5.14,401972361.0,42.75
2073,India, 30-06-2018, M,5.75,401484904.0,42.88
2074,India, 31-07-2018, M,5.66,401114819.0,42.72
2075,India, 31-08-2018, M,6.27,397988063.0,42.58
2076,India, 30-09-2018, M,6.47,403098663.0,43.13
2077,India, 31-10-2018, M,6.83,396084619.0,42.46
2078,India, 30-11-2018, M,6.65,401073049.0,42.83
2079,India, 31-12-2018, M,7.02,397460299.0,42.53
2080,India, 31-01-2019, M,6.86,406093726.0,43.29
2081,India, 28-02-2019, M,7.2,399913970.0,42.71
2082,India, 31-03-2019, M,6.65,402600865.0,42.66
2083,India, 30-04-2019, M,7.35,399248195.0,42.54
2084,India, 31-05-2019, M,7.03,403703192.0,42.78
2085,India, 30-06-2019, M,7.87,400337390.0,42.73
2086,India, 31-07-2019, M,7.34,403064278.0,42.69
2087,India, 31-08-2019, M,8.19,403245519.0,43.02
2088,India, 30-09-2019, M,7.14,406718757.0,42.81
2089,India, 31-10-2019, M,8.1,404124236.0,42.9
2090,India, 30-11-2019, M,7.23,403049912.0,42.3
2091,India, 31-12-2019, M,7.6,405647546.0,42.66
2092,India, 31-01-2020, M,7.22,410473913.0,42.9
2093,India, 29-02-2020, M,7.76,405954169.0,42.6
2094,India, 31-03-2020, M,8.75,395840756.0,41.9
2095,India, 30-04-2020, M,23.52,282203816.0,35.57
2096,India, 31-05-2020, M,21.73,313793837.0,38.57
2097,India, 30-06-2020, M,10.18,376993536.0,40.3
2098,India, 31-07-2020, M,7.4,392341064.0,40.61
2099,India, 31-08-2020, M,8.35,392520303.0,40.96
2100,India, 30-09-2020, M,6.68,397739844.0,40.68
2101,India, 31-10-2020, M,7.02,396450375.0,40.62
2102,India, 30-11-2020, M,6.5,394133855.0,40.08
2103,India, 31-12-2020, M,9.06,388777142.0,40.56
2104,India, 31-01-2021, M,6.52,400709258.0,40.59
2105,India, 28-02-2021, M,6.89,398213434.0,40.43
2106,India, 31-03-2021, M,6.5,398145073.0,40.17
2107,India, 30-04-2021, M,7.97,390790128.0,39.98
2108,India, 31-05-2021, M,11.84,375727008.0,40.04
2109,India, 30-06-2021, M,9.17,383469051.0,39.59
2110,India, 31-07-2021, M,6.96,399714145.0,40.21
2111,India, 31-08-2021, M,8.32,397784327.0,40.52
2112,India, 30-09-2021, M,6.86,406104468.0,40.64
2113,India, 31-10-2021, M,7.74,400886546.0,40.42
2114,India, 30-11-2021, M,6.97,402664041.0,40.19
2115,India, 31-12-2021, M,7.91,406012456.0,40.85
2116,India, 31-01-2022, M,6.56,402616049.0,39.84
2117,India, 28-02-2022, M,8.11,397057157.0,39.89
2118,India, 31-03-2022, M,7.57,395969754.0,39.46
2119,India, 30-04-2022, M,7.83,402949020.0,40.19
2120,India, 31-05-2022, M,7.12,403981241.0,39.91
2121,India, 30-06-2022, M,7.8,390929249.0,38.83
2122,India, 31-07-2022, M,6.8,397184055.0,38.95
