Q,Change in Unemployment Rate,Change in Normalized AQI,City,Quadrant
2022-2,-0.4066666666666672,-0.09174933874128247,Varanasi,4
2022-2,-2.7733333333333334,-0.033488203598662336,Visakhapatnam,4
2022-2,-0.3533333333333335,0.0018948093092574295,Gangtok,3
2022-3,-0.7900000000000027,-0.008141406300588835,Agartala,4
2022-3,0.3500000000000001,-0.02898306206076641,Agra,2
2022-3,-0.7833333333333332,-0.0048569602290952744,Aizwal,4
2022-3,-0.5633333333333326,-0.05266776389790455,Amritsar,4
2022-3,0.5166666666666666,-0.014290748993505492,Asansol,2
2022-3,-0.273333333333333,-0.01625135469777384,Aurangabad,4
2022-3,0.3500000000000001,-0.08875711859531502,Bareilly,2
2022-3,-0.06666666666666687,-0.01960808534882428,Belgaum,4
2022-3,-0.06666666666666687,-0.05612785244154121,Bengaluru,4
2022-3,0.74,-0.027469606986291653,Bhopal,2
2022-3,-0.5633333333333326,-0.019155412406187122,Chandigarh,4
2022-3,0.1800000000000006,-0.00048254890707200015,Chennai,2
2022-3,0.1800000000000006,-0.015826074221654204,Coimbatore,2
2022-3,-2.780000000000001,0.08742785690848426,Delhi,3
2022-3,-2.9499999999999993,-0.11257822133165746,Faridabad,4
2022-3,0.020000000000000018,0.010203635739761005,Gandhinagar,1
2022-3,0.3500000000000001,-0.11667204163127104,Ghaziabad,2
2022-3,0.3500000000000001,-0.050996507665503954,Gorakhpur,2
2022-3,0.74,-0.0037916599789572514,Gwalior,2
2022-3,-3.9299999999999997,-0.0985235208845634,Hyderabad,4
2022-3,-0.7833333333333332,-0.027994272503776813,Imphal,4
2022-3,0.74,-0.016067269254244447,Indore,2
2022-3,0.74,-0.018622117316699757,Jabalpur,2
2022-3,-7.793333333333333,0.004995410464400232,Jaipur,3
2022-3,-0.5633333333333326,-0.03944354996956116,Jalandhar,4
2022-3,-7.793333333333333,-0.015661563080011258,Jodhpur,4
2022-3,0.3500000000000001,-0.06948866402922285,Kanpur,2
2022-3,-0.7333333333333343,-0.03178875860985693,Kochi,4
2022-3,-0.7833333333333332,-0.009756546339523352,Kohima,4
2022-3,0.5166666666666666,-0.06204276192435401,Kolkata,2
2022-3,-7.793333333333333,0.025240792350840632,Kota,3
2022-3,-0.7333333333333343,-0.05832753867709848,Kozhikode,4
2022-3,0.3500000000000001,-0.08538598062361824,Lucknow,2
2022-3,-0.5633333333333326,-0.02711543329888269,Ludhiana,4
2022-3,-0.06666666666666687,-0.017288454678031,Mangalore,4
2022-3,0.3500000000000001,-0.05471786595504581,Meerut,2
2022-3,0.3500000000000001,-0.05643446466589644,Moradabad,2
2022-3,-0.273333333333333,-0.0888156827183447,Mumbai,4
2022-3,-0.06666666666666687,-0.028369500451129577,Mysuru,4
2022-3,-0.273333333333333,-0.017154836349448352,Nashik,4
2022-3,2.7233333333333327,-0.06321826133225296,Patna,2
2022-3,0.3500000000000001,-0.03869634501990013,Prayagraj,2
2022-3,-1.1766666666666667,-0.009002146306646738,Puducherry,4
2022-3,-0.273333333333333,-0.05239624740303383,Pune,4
2022-3,-1.3799999999999997,0.011640623359231446,Shillong,3
2022-3,-0.273333333333333,-0.02390340310207731,Solapur,4
2022-3,3.1633333333333304,-0.025724625934304246,Srinagar,2
2022-3,-0.7333333333333343,-0.0023597314595274893,Thiruvananthapuram,4
2022-3,0.3500000000000001,-0.05674940267848369,Varanasi,2
2022-3,1.086666666666667,0.08582893431772634,Visakhapatnam,1
2022-3,-3.156666666666667,-0.009023834469152836,Gangtok,4
